TAXON,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,SPECIES,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC
Quercus prinoides,Oak,Quercus,Quercus prinoides,NA,NA,Quercus prinoides Willd.,,,Y,Y,Y,acorns,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,Kuhnlein and Turner 2020,G5,N2,"AL(SNR), AR(SH), CT(SNR), DC(SX), DE(S1), GA(S2), IA(S3), IL(SNR), IN(S1), KS(SNR), LA(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), MN(SNR), MO(S3?), NC(S1), NE(S1), NH(SNR), NJ(S3S4), NY(S5), OK(SNR), PA(S5), RI(S2), TN(SNR), TV(SNR), TX(SNR), VA(S1), VT(S1), WI(SNR), WV(S1)",ON(S2),
Linum sulcatum,Flax,Linum,Linum sulcatum,NA,NA,Linum sulcatum Riddell,,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Assume distant,1C,,,,,,,,,,,Davidson 1995,,,G5,N3,"AL(S3S4), AR(SNR), CT(S1), FL(SH), GA(SH), IA(S4), IL(SNR), IN(S3), KS(SNR), KY(S3S4), LA(S1), MA(SNR), MD(S1), MI(S2S3), MN(SNR), MO(SNR), MS(S3), NC(SNR), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(S2), OH(S3), OK(SNR), PA(S1), RI(SH), SD(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S3), VT(SH), WI(SNR), WV(S1)","MB(S3), ON(S2S3), QC(SNA)",
Linum usitatissimum,Flax,Linum,Linum usitatissimum,NA,NA,Linum usitatissimum L.,,,Y,Y,N,,Y,Food,Materials,NA,Oils,Materials,,NA,1,Progenitor,1A,,,,,,,,,,,Davidson 1995,,,GNR,NNA,"AL(SNA), AZ(SNA), CA(SNA), CO(SNA), CT(SNA), DC(SNA), DE(SNA), FL(SNA), GA(SNA), IA(SNA), ID(SNA), IL(SNA), IN(SNA), KS(SNA), KY(SNA), LA(SNA), MA(SNR), MD(SNA), ME(SNA), MI(SNA), MN(SNA), MO(SNA), MS(SNA), MT(SNA), NC(SNA), ND(SNA), NE(SNA), NH(SNA), NJ(SNA), NM(SNA), NY(SNA), OH(SNA), OK(SNA), OR(SNA), PA(SNA), RI(SNA), SC(SNA), SD(SNA), TN(SNA), TX(SNA), UT(SNA), VA(SNA), VT(SNA), WA(SNA), WI(SNA), WV(SNA), WY(SNA)","AB(SNA), BC(SNA), MB(SNA), NB(SNA), NS(SNA), NT(SNA), ON(SNA), PE(SNA), QC(SNA), SK(SNA)",
Rosa setigera,Rose,Rosa,Rosa setigera,NA,NA,Rosa setigera Michx.,,,Y,Y,Y,fruit,Y,Ornamentals,Food,NA,Ornamentals,Fruits,,NA,2,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N2,"AL(SNR), AR(SNR), CT(SNR), DC(SX), DE(SNA), FL(SNR), GA(S3?), GS(P1), IA(S3), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNA), MI(S2S3), MO(SNR), NC(SNA), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(S1), PA(S1), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S1), WI(SNR), WV(S3)",ON(S2S3),SC - Special Concern (SC) / PrÈoccupante (P)
Lomatium ambiguum,Biscuitroot,Lomatium,Lomatium ambiguum,NA,NA,Lomatium ambiguum (Nutt.) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G4,N5,"ID(SNR), MT(S4), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S5),
Tradescantia ohiensis,Spiderwort,Tradescantia,Tradescantia ohiensis,NA,NA,Tradescantia ohiensis Raf.,,,Y,Y,N,,N,Ornamentals,,NA,Ornamentals,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,,G5,N2,"AL(SNR), AR(SNR), CT(SNR), DE(SNA), FL(SNR), GA(SNR), GS(P1), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(S4S5), MO(SNR), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(S2), NY(SNA), OH(SNR), OK(SNR), PA(S4), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S4), WI(SNR), WV(S4)",ON(S2),
Lomatium dissectum,Biscuitroot,Lomatium,Lomatium dissectum,NA,NA,Lomatium dissectum (Nutt. ex Torr. & Gray) Mathias & Constance,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G4,NNR,"AZ(SNR), CA(SNR), CO(SNR), ID(S4), MT(S3S4), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3S4)","BC(SNR), SK(S1)",
Lomatium foeniculaceum,Biscuitroot,Lomatium,Lomatium foeniculaceum,NA,NA,Lomatium foeniculaceum (Nutt.) J.M.Coult. & Rose,,Y,N,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(S4), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WY(S4)","AB(S3), BC(S3), MB(S3), SK(S5)",
Lomatium foeniculaceum subsp. foeniculaceum,Biscuitroot,Lomatium,Lomatium foeniculaceum,subsp.,foeniculaceum,Lomatium foeniculaceum subsp. foeniculaceum,,Y,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), CA(SNR), CO(SNR), IA(S1), ID(SNR), KS(SNR), MO(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(S4), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WY(S4)","AB(S3), BC(S3), MB(S3), SK(S5)",
Lomatium geyeri,Biscuitroot,Lomatium,Lomatium geyeri,NA,NA,Lomatium geyeri (S.Watson) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G4,N5,"ID(SNR), MT(S2), WA(SNR)",BC(S5),
Lomatium macrocarpum,Biscuitroot,Lomatium,Lomatium macrocarpum,NA,NA,Lomatium macrocarpum (Hook. & Arn.) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), CO(SNR), ID(SNR), MT(S4S5), ND(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S2)","AB(S3), BC(S5), MB(S2S3), SK(S5?)",
Lomatium nudicaule,Biscuitroot,Lomatium,Lomatium nudicaule,NA,NA,Lomatium nudicaule (Pursh) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N4,"CA(SNR), ID(SNR), NV(SNR), OR(SNR), UT(S1), WA(SNR)",BC(S4S5),
Lomatium triternatum,Biscuitroot,Lomatium,Lomatium triternatum,NA,NA,Lomatium triternatum (Pursh) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N4,"CA(SNR), ID(SNR), MT(S5), NV(SNR), OR(SNR), UT(S3), WA(SNR), WY(S5?)","AB(S3), BC(SU)",
Lomatium utriculatum,Biscuitroot,Lomatium,Lomatium utriculatum,NA,NA,Lomatium utriculatum (Nutt. ex Torr. & Gray) J.M.Coult. & Rose,,,Y,N,Y,roots,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Lonicera canadensis,Honeysuckle,Lonicera,Lonicera canadensis,NA,NA,Lonicera canadensis Bartram ex Marshall,,,Y,Y,N,,Y,Ornamentals,Forest Resources,NA,Ornamentals,Forest Resources,,NA,2,NA,2,,,,,,,,,,,CANADENSYS 2021,,,G5,N5,"CT(SNR), GA(S1), GS(P2), IA(SNR), IL(SNR), IN(S1), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), NC(S2), NH(SNR), NJ(S1), NY(S5), OH(SNR), PA(SNR), TN(S1), TV(SNR), VA(S3), VT(SNR), WI(SNR), WV(S2)","MB(S1), NB(S5), NS(S5), ON(S5), PE(S5), QC(S4S5)",
Lonicera ciliosa,Honeysuckle,Lonicera,Lonicera ciliosa,NA,NA,Lonicera ciliosa (Pursh) Poir.,,,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), CA(SNR), ID(SNR), MT(S4), OR(SNR), UT(SNR), WA(SNR)",BC(S5),
Lonicera involucrata,Honeysuckle,Lonicera,Lonicera involucrata,NA,NA,Lonicera involucrata (Richards.) Banks ex Spreng.,,Y,N,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(S3), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MI(SNR), MT(SNR), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WI(S1), WY(S3S4)","AB(S5), BC(S5), MB(S3S4), NU(SU), ON(S5), QC(S4), SK(S5?)",
Lonicera involucrata var. involucrata,Honeysuckle,Lonicera,Lonicera involucrata,var.,involucrata,Lonicera involucrata var. involucrata,,Y,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T4,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MI(S2), MT(S4), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WI(SNR), WY(S3S4)","AB(S5), BC(S5), MB(S3S4), NU(SU), ON(S5), QC(S4), SK(SNR)",
Lonicera utahensis,Honeysuckle,Lonicera,Lonicera utahensis,NA,NA,Lonicera utahensis S.Watson,,,Y,N,Y,,Y,Medicinals,,NA,Medicinals,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AZ(SNR), ID(SNR), MT(S4), NM(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2S3)","AB(S3), BC(S5)",
Lupinus arbustus,Lupin,Lupinus,Lupinus arbustus,NA,NA,Lupinus arbustus Douglas,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2021,,,G5,NNA,"CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(S2), WA(SNR)",,
Lupinus arcticus,Lupin,Lupinus,Lupinus arcticus,NA,NA,Lupinus arcticus S.Watson,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2022,,,G5,N5,"AK(S4), OR(SNR), WA(SNR)","BC(S5), NT(SNR), NU(SU), YT(S5)",
Lupinus argenteus,Lupin,Lupinus,Lupinus argenteus,NA,NA,Lupinus argenteus Pursh,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2023,,,G5,N4,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), KS(SNR), MT(S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(S4), WA(SNR), WY(S5)","AB(S4), BC(SU), MB(SNA), SK(S2S3)",
Lupinus bicolor,Lupin,Lupinus,Lupinus bicolor,NA,NA,Lupinus bicolor Lindl.,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2024,,,G5,N5,"AZ(SNR), CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Lupinus depressus,Lupin,Lupinus,Lupinus depressus,NA,NA,Lupinus depressus Rydb.,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2025,,,G4,NNA,"ID(SNR), MT(S4S5), WY(S3)",,
Lupinus kuschei,Lupin,Lupinus,Lupinus kuschei,NA,NA,Lupinus kuschei Eastw.,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2026,,,G4,N4,AK(S2),"BC(S3S4), YT(S4)",
Lupinus latifolius,Lupin,Lupinus,Lupinus latifolius,NA,NA,Lupinus latifolius Lindl. ex J.Agardh,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2027,,,G5,N5,"AZ(S1), CA(SNR), NM(SNR), NV(SNR), OR(S5), UT(S1), WA(SNR)",BC(S5),
Trifolium dichotomum,Clover,Trifolium,Trifolium dichotomum,NA,NA,Trifolium dichotomum Hook. & Arn.,,,Y,Y,N,,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,Davidson 1995,,,G4,N2,"CA(SNR), IA(SNR), MA(SNA), OR(SNR), WA(SNR)",BC(S2),
Lupinus leucophyllus,Lupin,Lupinus,Lupinus leucophyllus,NA,NA,Lupinus leucophyllus Douglas ex Lindl.,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2029,,,G5,NNA,"CA(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(SNA),
Lupinus littoralis,Lupin,Lupinus,Lupinus littoralis,NA,NA,Lupinus littoralis Douglas ex Lindl.,,,Y,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), OR(SNR), WA(SNR)",BC(S5),
Lupinus microcarpus,Lupin,Lupinus,Lupinus microcarpus,NA,NA,Lupinus microcarpus Sims,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2030,,,GNR,NNR,,BC(S1),
Lupinus nootkatensis,Lupin,Lupinus,Lupinus nootkatensis,NA,NA,Lupinus nootkatensis Donn ex Sims,,Y,N,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,AK(SNR),"AB(S3), BC(S5), NF(SNA), NS(SNA), YT(S3)",
Lupinus nootkatensis var. nootkatensis,Lupin,Lupinus,Lupinus nootkatensis,var.,nootkatensis,Lupinus nootkatensis var. nootkatensis,,Y,Y,Y,Y,,Y,Food,,NA,Pulses,,,NA,1,Assume distant,1C,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,T5,N5,AK(SNR),"AB(SNR), BC(S5), NF(SNA), NS(SNA), YT(S3)",
Lupinus oreganus,Lupin,Lupinus,Lupinus oreganus,NA,NA,Lupinus oreganus A.Heller,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2031,,,G4,NX,"OR(SNR), WA(SNR)",BC(SU),
Vicia caroliniana,Vetch,Vicia,Vicia caroliniana,NA,NA,Vicia caroliniana Walter,,,Y,Y,Y,seeds,Y,Food,,NA,Forage and Feed,,,NA,2,NA,2,,,,,,,,,,,CANADENSYS,,,G5,N2,"AL(SNR), AR(SNR), DC(SNR), FL(SNR), GA(SNR), GS(P4), IL(SNR), IN(SNR), KY(S5), LA(SNR), MD(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NJ(S1), NY(S4), OH(SNR), OK(SNR), PA(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), WI(SNR), WV(S5)",ON(S2?),
Lupinus polyphyllus,Lupin,Lupinus,Lupinus polyphyllus,NA,NA,Lupinus polyphyllus Lindl.,,N,N,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Progenitor,1A,,,,,,Gene Transfer (F),Ornamental Features (AG),Crop Quality (AG),High Yield (AG),,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020,G5,N5,"AK(SNR), CA(SNR), CT(SNR), ID(SNR), MA(SNR), ME(SNA), MI(SNA), MN(SNA), MT(SNR), NH(SNR), NV(S4?), NY(SNA), OR(SNR), VT(SNA), WA(SNR), WI(SNR), WY(SNR)","AB(SU), BC(S5), LB(SNA), NB(SNA), NF(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNA)",
Lupinus polyphyllus var. burkei,Lupin,Lupinus,Lupinus polyphyllus,var.,burkei,Lupinus polyphyllus var. burkei (S.Watson) C.L.Hitchc.,,N,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Progenitor,1A,,,,,,Gene Transfer (F),Ornamental Features (AG),Crop Quality (AG),High Yield (AG),,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020,G5,N5,"ID(SNR), MT(SNR), NV(SNR), OR(SNR), WA(SNR), WY(SNR)",BC(S5),
Lupinus polyphyllus var. polyphyllus,Lupin,Lupinus,Lupinus polyphyllus,var.,polyphyllus,Lupinus polyphyllus Lindl. var. polyphyllus,,N,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Progenitor,1A,,,,,,Gene Transfer (F),Ornamental Features (AG),Crop Quality (AG),High Yield (AG),,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020,T4,NNR,"AK(SNR), CA(SNR), MI(SNR), MN(SNR), MT(SNR), OR(SNR), WA(SNR), WI(SNR)","AB(SNR), BC(S4), NB(SNA), NS(SNA), ON(SNA), PE(SNA), QC(SNR)",
Lupinus pusillus,Lupin,Lupinus,Lupinus pusillus,NA,NA,Lupinus pusillus Pursh,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2033,,,G5,N3,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), KS(SNR), MT(SNR), ND(SNR), NE(SNR), NM(SNR), NV(SNR), OK(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S4)","AB(S3), SK(S3)",
Balsamorhiza deltoidea,Balsamroot,Balsamorhiza,Balsamorhiza deltoidea,NA,NA,Balsamorhiza deltoidea Nutt.,,,Y,N,Y,"roots, sprouts",Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N2,"CA(SNR), OR(SNR), WA(SNR)",BC(S2),E - Endangered (E) / En voie de disparition (VD)
Lupinus sericeus,Lupin,Lupinus,Lupinus sericeus,NA,NA,Lupinus sericeus Pursh,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2035,,,G5,N5,"AZ(SNR), CO(S3?), ID(SNR), MT(S4S5), NE(SNR), NM(SNR), NV(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S5), BC(S5)",
Lupinus sulphureus,Lupin,Lupinus,Lupinus sulphureus,NA,NA,Lupinus sulphureus Douglas,,,Y,Y,Y,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,1,Assume distant,1C,,,,,,,,,,,CANADENSYS 2036,,,G5,N3,"ID(SNR), OR(SNR), WA(SNR)",BC(S3),
Lysichiton americanus,Skunk Cabbage,Lysichiton,Lysichiton americanus,NA,NA,Lysichiton americanus Hult√©n & H.St.John,,,Y,N,Y,,Y,Food,Ornamentals,NA,Vegetables,Medicinals,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(SNR), ID(SNR), MT(S4), OR(SNR), WA(SNR)",BC(S5),
Claytonia perfoliata subsp. intermontana,Spring-beauty,Claytonia,Claytonia perfoliata,subsp.,intermontana,Claytonia perfoliata subsp. intermontana J.M.Mill. & K.L.Chambers,,N,Y,N,Y,,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,TNR,N2,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)",BC(S2S3),
Mahonia aquifolium,Barberry,Mahonia,Mahonia aquifolium,NA,NA,Mahonia aquifolium (Pursh) Nutt.,,,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), DC(SNA), ID(SNR), IN(SNR), KY(SNR), LA(SNA), MI(SNA), MT(SNR), NJ(SNA), NY(SNA), OR(SNR), WA(SNR)","AB(SNR), BC(S5), ON(SNA), QC(SNA)",
Mahonia nervosa,Barberry,Mahonia,Mahonia nervosa,NA,NA,Mahonia nervosa (Pursh) Nutt.,,,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"CA(SNR), ID(SNR), MT(S1), OR(SNR), WA(SNR)",BC(S5),
Mahonia repens,Barberry,Mahonia,Mahonia repens,NA,NA,Mahonia repens (Lindl.) G.Don,,,Y,N,Y,fruit,Y,Food,,NA,Fruits,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N4,"AZ(SNR), CA(SNR), CO(SNR), DE(SNA), ID(SNR), IN(SNR), MN(SNR), MT(S5), ND(S2), NE(S4S5), NM(SNR), NV(SNR), OR(SNR), PA(SNA), SD(SNR), TX(S1), UT(SNR), WA(SNR), WY(S4S5)","AB(S3), BC(S4S5), ON(SNA), SK(S1)",
Maianthemum dilatatum,Maianthemum,Maianthemum,Maianthemum dilatatum,NA,NA,Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.,,,Y,N,Y,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(SNR), CA(SNR), ID(S1), OR(SNR), WA(SNR)",BC(S5),
Maianthemum racemosum,Maianthemum,Maianthemum,Maianthemum racemosum,NA,NA,Maianthemum racemosum (L.) Link,,,Y,N,Y,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,NNR,"AK(S1), AL(SNR), AR(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P5), IA(S4), ID(SNR), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(S1), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), MT(S5), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OK(SNR), OR(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TX(SNR), UT(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S5), WY(S3)","AB(S5), BC(S5), MB(SNR), NB(S5), NF(S1), NS(S4S5), NT(SU), ON(SNR), PE(S4), QC(SNR), SK(S1S2)",
Maianthemum stellatum,Maianthemum,Maianthemum,Maianthemum stellatum,NA,NA,Maianthemum stellatum (L.) Link,,,Y,N,Y,,Y,Food,Medicinals,NA,Vegetables,Medicinals,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020,G5,N5,"AK(S3), AR(S1), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(S1), IA(S4), ID(SNR), IL(S3?), IN(SNR), KS(S2), KY(S1), MA(SNR), MD(S2), ME(SNR), MI(SNR), MN(SNR), MO(SU), MT(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S3S4), NM(SNR), NV(SNR), NY(S5), OH(SNR), OK(SH), OR(SNR), PA(S4), RI(SNR), SD(SNR), TN(S1), TV(SNR), UT(SNR), VA(S1S2), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S5)","AB(S5), BC(S5), LB(S2S3), MB(S5), NB(S4S5), NF(S5), NS(S4), NT(S4S5), ON(S5), PE(S3), QC(S5?), SK(S4), YT(S4)",
